date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,datasource_id,refCode,createdAt,updatedAt
2022-04-01,,UNRWA Programme budget 2022-25,439520,"Norway, Government of",Government,NOR,2022,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,"JOR,LBN,PSE,SYR",,,,2022,2022,financial,Parked,Traditional aid,incoming,shared,paid,2022-05-20,2022-04-01,,3780754,NOK,8.602,252535,PR22020 PQ22S13,2022-05-20,2022-06-24
2022-04-01,,Thematic Cross Sectoral - Haiti	Cross-Sectoral (two or more outcome areas),56658,UNICEF National Committee/Germany,Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Health,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-06-03,2022-04-01,,52125,EUR,0.92,253499,SM220297,2022-06-03,2022-06-03
2022-04-01,,UNRWA Programme budget 2022-25,818568,"Norway, Government of",Government,NOR,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-20,2022-04-01,,7041322,NOK,8.602,254311,PR22020,2022-06-24,2022-06-24
2022-04-01,,UNRWA Programme budget 2022-25,300000,"Norway, Government of",Government,NOR,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Multi-sector,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-20,2022-04-01,,2580600,NOK,8.602,254312,PR22020,2022-06-24,2022-06-24
2022-04-01,2022,UNRWA USA Support to Gaza Mental Health and Psychosocial Support (MHPSS),296956,American National Committee for UNRWA,Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,Emergency Health and MHPSS in Gaza,HPSE22-HEA-183492-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-27,2022-04-01,,,,,256301,PR22034,2022-08-02,2022-08-02
2022-04-01,2022,UNRWA USA Support for GFO Cash Assistance,88771,American National Committee for UNRWA,Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-27,2022-04-01,,,,,256302,PR22027,2022-08-02,2022-08-02
2022-03-30,2022,Humanitarian support 2022,527983,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Norwegian Research Council,Government,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-19,2022-03-30,,5000000,SEK,9.47,250259,,2022-04-20,2022-04-27
2022-03-30,,Protection and Safe Education for Conflict Affected Children in Palestine.  (QZA-20/0058-5),228801,"Norway, Government of",Government,NOR,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Save the Children,NGO,Education,PSE,Safe access to inclusive and quality education for most vulnerable girls and boys and teachers in oPt ,HPSE22-EDU-183652-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-21,2022-03-30,,1968147,NOK,8.602,252339,QZA-20/0058-5,2022-05-19,2022-05-19
2022-03-30,,2022 Emergency Food Assistance in Gaza Strip,54765,Hasene International e.V,NGO,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-03-30,,50000,EUR,0.913,254351,PR22022,2022-06-24,2022-06-24
2022-03-29,,oPt Humanitarian Fund (oPt HF)  [OCT 9741],547645,"Italy, Government of",Government,ITA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-02-18,2022-02-15,,500000,EUR,0.878,246969,OCT 9741,2022-03-31,2022-04-27
2022-03-29,2022,Humanitarian support 2022,616713,"Sweden, Government of",Government,SWE,2022,2022,,,,Swedish Red Cross,Red Cross/Red Crescent,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-10,2022-03-29,,6000000,SEK,9.729,251571,,2022-05-11,2022-05-11
2022-03-25,,In-kind food entitlements and electronic food vouchers for vulnerable communities in Gaza and in Area C of the West Bank. Food Assistance,4016064,"Canada, Government of",Government,CAN,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Food Programme,UN agency,Food Security,PSE,Country Strategic Plan for food assistance to the poor and severely food insecure population in the West Bank and the Gaza Strip,HPSE22-FSC-183463-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-29,2022-03-25,,5000000,CAD,1.245,251754,P009528001,2022-05-12,2022-08-02
2022-03-24,2022,Humanitarian support to ICRC:s field operations 2022.,892359,"Sweden, Government of",Government,SWE,2022,2022,,,,International Committee of the Red Cross,Red Cross/Red Crescent,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-22,2022-03-24,,8000000,SEK,8.965,250589,,2022-04-23,2022-04-27
2022-03-23,2022,Humanitarian support 2022,1338539,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Islamic Relief Worldwide,NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-22,2022-03-23,,12000000,SEK,8.965,250579,,2022-04-23,2022-04-27
2022-03-22,,Humanitarian Mine Action to Reduce Explosive Risk Faced by Civilians,1134203,"Japan, Government of",Government,JPN,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Mine Action Service,UN agency,Protection - Mine Action,PSE,Humanitarian Mine Action to Reduce Explosive Risk Faced by Civilians in Palestine,HPSE22-PRO-183567-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-03-09,2022-03-01,,,,,247471,,2022-03-09,2022-04-27
2022-03-21,,food security,1609442,"Switzerland, Government of",Government,CHE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Food Programme,UN agency,Food Security,PSE,Country Strategic Plan for food assistance to the poor and severely food insecure population in the West Bank and the Gaza Strip,HPSE22-FSC-183463-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-06,2022-03-21,,,,,256398,10043235	No	MULTI B 2022	SWI-C-00829-11	PS01,2022-08-02,2022-08-02
2022-03-21,,food security,170590,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Food Programme,UN agency,Food Security,PSE,Country Strategic Plan for food assistance to the poor and severely food insecure population in the West Bank and the Gaza Strip,HPSE22-FSC-183463-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-06,2022-03-21,,,,,256400,10042810	No	FORM 11 17.01.2022	WPD-C-05961-01	PS01.01.011.URT1,2022-08-02,2022-08-02
2022-03-17,,"Humanitarian assistance	Save lives, alleviate suffering and protect human dignity. Focus: WASH, SGBV, ASRH and protection. (QZA-20/0052-5)",360615,"Norway, Government of",Government,NOR,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,ACT Alliance / Dan Church Aid - Norwegian Church Aid Joint office in Palestine,NGO,Water Sanitation Hygiene,PSE,Integrated WASH-GBV response to humanitarian needs in Gaza ,HPSE22-PRO;WSH-183535-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-21,2022-03-17,,3223896,NOK,8.94,252253,QZA-20/0052-5,2022-05-18,2022-08-05
2022-03-14,,"oPt - OCHA Office   [OCT 10279];[7F-08764.25, 81072527]",538793,"Switzerland, Government of",Government,CHE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,PSE,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,HPSE22-CSS-183750-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-03-04,2022-03-02,,500000,CHF,0.926,247334,"[OCT 10279];[7F-08764.25, 81072527]",2022-03-17,2022-04-27
2022-03-14,2022,State of Palestine 	 Global - Thematic Humanitarian Response,535000,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),UN agency,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Protection,PSE,Integrated psychosocial support and child protection services for the most affected boys and girls in Gaza Strip,HPSE22-PRO-183733-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-12,2022-03-14,,,,,253081,SM229910,2022-05-27,2022-05-27
2022-03-11,,oPt - OCHA Office [OCT 6900];[S 09-21/Pol-10-321.50 PSE 04/20],561798,"Germany, Government of",Government,DEU,2020,2020,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,PSE,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,HPSE22-CSS-183750-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2020-06-19,2020-06-09,,500000,EUR,0.884,212549,[OCT 6900];[S 09-21/Pol-10-321.50 PSE 04/20],2022-03-15,2022-04-27
2022-03-10,,oPt Humanitarian Fund (oPt HF  [OCT 8688],4494382,"Belgium, Government of",Government,BEL,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2021-06-12,2021-06-10,,4000000,EUR,0.82,233069,OCT 8688,2022-03-12,2022-04-27
2022-03-09,2022,"Les Palestiniens de Cisjordanie, y compris de Jérusalem-Est, sont protégés contre les transferts forcés de populations et les violations de leurs droits fondamentaux.",1404494,"Belgium, Government of",Government,BEL,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Norwegian Refugee Council,NGO,Protection,PSE,"Information, Counselling and Legal Assistance (ICLA) to protect the rights of Palestinians in the West Bank (including East Jerusalem)  ",HPSE22-PRO-183487-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-20,2022-03-09,,1250000,EUR,0.89,250350,PJ/2022 - 4114,2022-04-21,2022-04-27
2022-03-03,,oPt Humanitarian Fund (oPt HF) [OCT 10273],2263269,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-03-15,2022-03-01,,22000000,SEK,9.444,247623,OCT 10273,2022-03-18,2022-03-18
2022-03-03,,Humanitarian response in Palestine (QZA-20/0048-27),795426,"Norway, Government of",Government,NOR,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Norwegian Refugee Council,NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-21,2022-03-03,,7111111,NOK,8.94,252095,QZA-20/0048-27,2022-05-17,2022-05-17
2022-03-01,,oPt Humanitarian Fund (oPt HF). OCT 9557 [OCT 9557],2277904,"Germany, Government of",Government,DEU,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2021-05-08,2021-05-06,,2000000,EUR,0.826,231517,OCT 9557,2022-03-03,2022-04-27
2022-02-25,2022,Humanitarian support 2022,2372991,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-12,2022-02-25,,22000000,SEK,9.271,249799,,2022-04-13,2022-04-27
2022-02-22,2022,"Construction of field hospital in Gaza (Mohammed bin Zayed Hospital) with a capacity of 215 beds, to treat people with COVID-19 in Palestine, and it contains all medical equipment and medicines.",15000000,"United Arab Emirates, Government of",Government,ARE,2022,2022,,,,"Palestinian territory, occupied",Government,Health,PSE,,,Coronavirus disease Outbreak - COVID -19,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-03-02,2022-02-22,COVID-19 assistance,55095000,AED,3.673,255113,GOV-2022-0004,2022-07-08,2022-07-08
2022-02-15,2022,Supporting Palestine refugees’ access to healthcare in the Gaza Strip,75000,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,Emergency Health and MHPSS in Gaza,HPSE22-HEA-183492-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-02-15,,,,,254350,PR22019,2022-06-24,2022-06-24
2022-02-15,2022,MHPSS School Activities in Gaza,31230,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,Emergency Health and MHPSS in Gaza,HPSE22-HEA-183492-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-02-15,,,,,254352,PR22015,2022-06-24,2022-06-24
2022-02-15,,Emergency Environmental Health,1138952,"Austria, Government of",Government,AUT,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-02-15,,1000000,EUR,0.878,254354,PR22014,2022-06-24,2022-06-24
2022-02-14,,oPt - OCHA Office  [OCT 10186];[52040482 Amendment 5],443352,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,PSE,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,HPSE22-CSS-183750-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-03-03,2022-02-08,,4175000,SEK,9.442,247294,[OCT 10186];[52040482 Amendment 5],2022-03-08,2022-04-27
2022-02-09,2022,Humanitarian support 2022,2330015,"Sweden, Government of",Government,SWE,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-12,2022-02-09,,22000000,SEK,9.442,249793,PR22016,2022-04-13,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",154290,"United States of America, Government of",Government,USA,2022,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,246828,"FS 1, FY22",2022-02-16,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",3637686,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254333,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",1055696,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Cash for Work in Gaza,HPSE22-FSC-183490-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254335,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",922410,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Education,PSE,Emergency Education and MHPSS in Gaza,HPSE22-EDU-183493-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254337,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",169830,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,Emergency Health and MHPSS in Gaza,HPSE22-HEA-183492-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254339,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",1304585,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Education,PSE,Ensuring safe access to emergency education for UNRWA vulnerable refugee students.,HPSE22-EDU-183437-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254340,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",344999,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,Provision of essential primary health care to remote and vulnerable communities of Palestine refugees in the West Bank (Mobile Health Teams),HPSE22-HEA-183577-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254342,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",1908710,"United States of America, Government of",Government,USA,2022,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Coordination and support services,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254343,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",20091,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Protection,PSE,"Protracted and post-conflict: Improving coordination and response to GBV, MHPSS and Child Protection needs",HPSE22-PRO-183495-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254345,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",8143,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Protection - Gender-Based Violence,PSE,"Preventing and Responding to Gender-Based Violence among Palestine Refugees in the West Bank, including East Jerusalem ",HPSE22-PRO-183731-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254346,"FS 1, FY22",2022-06-24,2022-06-24
2022-02-04,,"Economic Recovery and Market Systems, Education, Food Assistance, Health, Logistics Support, Protection, Shelter and Settlements, WASH (STATE/PRM)",473560,"United States of America, Government of",Government,USA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Multi-sector,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-02-05,2022-02-04,USA/BPRM,,,,254349,"FS 1, FY22",2022-06-24,2022-06-24
2022-01-27,,Emergency Food Assistance 2022 in Gaza,2247191,"Italy, Government of",Government,ITA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-27,,2000000,EUR,0.89,254353,PR22009,2022-06-24,2022-06-24
2022-01-26,2022,Support to IHL Resource Desk,501952,"Sweden, Government of",Government,SWE,2022,2022,,,,"ACT Alliance / Diakonia, Sweden",NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-26,2022-01-26,,4500000,SEK,8.965,250816,,2022-04-27,2022-04-27
2022-01-20,2021,European Commission / ECHO Non-Thematic - Occupied Palestinian Territory,440514,European Commission,Inter-governmental,,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Education,PSE,"Safe access to education and well-being for children and adolescents in Area C, Hebron, East Jerusalem and Gaza Strip",HPSE22-EDU-183726-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-12,,,,,,253078,SM210422,2022-05-27,2022-05-27
2022-01-20,2021,European Commission / ECHO Non-Thematic - Occupied Palestinian Territory,258747,European Commission,Inter-governmental,,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Coordination and support services,PSE,"WASH coordination support for WASH cluster partners during planning, design, and implementation of WASH humanitarian responses",HPSE22-CSS-183677-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-12,,,,,,253079,SM210422,2022-05-27,2022-05-27
2022-01-17,,Food Security (Towards HRP 2022),170590,Private (individuals & organizations),Private organization/foundation,,2022,2022,,,,World Food Programme,UN agency,Food Security,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-02-01,2022-01-17,,,,,246713,10042810	No	FORM 11 17.01.2022	WPD-C-05961-01	PS01.01.011.URT1,2022-02-15,2022-02-15
2022-01-11,,Emergency Food Assistance,113507,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,100000,EUR,0.881,254360,PR22006,2022-06-24,2022-06-24
2022-01-11,,Emergency Food Assistance,8513,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,7500,EUR,0.881,254361,PR22003,2022-06-24,2022-06-24
2022-01-11,,Emergency Food Assistance,21618,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,,,,254362,PR22011,2022-06-24,2022-06-24
2022-01-11,,Emergency Food Assistance,59827,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,,,,254363,PR22012,2022-06-24,2022-06-24
2022-01-11,,Emergency Food Assistance,94963,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,,,,254364,PR22013,2022-06-24,2022-06-24
