date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,datasource_id,refCode,createdAt,updatedAt
2022-01-11,,Emergency Food Assistance,156387,Private (individuals & organizations),Private organization/foundation,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-11,,,,,254365,PR22013,2022-06-24,2022-06-24
2022-01-07,2022,"Providing 1,000,000 COVID-19 vaccines",30000000,"United Arab Emirates, Government of",Government,ARE,2022,2022,,,,"Palestinian territory, occupied",Government,Health,PSE,,,Coronavirus disease Outbreak - COVID -19,2022,2022,in kind,Standard,Traditional aid,incoming,single,paid,2022-03-02,2022-01-07,COVID-19 assistance,110190000,AED,3.673,254931,GOV-2022-0004,2022-07-06,2022-07-06
2022-01-05,,"PR21018 - Spain, Gran Canaria Regional Government/Food aid in the Gaza Strip in the face of the humanitarian crisis aggravated by the Covid-19 pandemic",117219,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-05,,103270,EUR,0.881,254355,PR22005,2022-06-24,2022-06-24
2022-01-05,,Support COVID-19 intervention in Gaza	26-Jan-22,4372,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,COVID-19 response:  stopping the spread of the virus and mitigating the impact of the pandemic on mental health among Palestine refugees in the West Bank ,HPSE22-HEA-183541-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-05,,3829,EUR,0.8758,254356,PR22008,2022-06-24,2022-06-24
2022-01-05,,Environmental Health,6496,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,COVID-19 response:  stopping the spread of the virus and mitigating the impact of the pandemic on mental health among Palestine refugees in the West Bank ,HPSE22-HEA-183541-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-05,,5723,EUR,0.881,254357,PR22004,2022-06-24,2022-06-24
2022-01-05,,Environmental Health,61609,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-05,,54278,EUR,0.881,254358,PR22004,2022-06-24,2022-06-24
2022-01-05,,Emergency Food Assistance,45403,"Spain, Government of",Government,ESP,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-04-25,2022-01-05,,40000,EUR,0.881,254359,PR22007,2022-06-24,2022-06-24
2022-01-01,,oPt - OCHA Office,618251,Office for the Coordination of Humanitarian Affairs,UN agency,PSE,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,PSE,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,HPSE22-CSS-183750-1,,2022,2022,financial,Carryover,Traditional aid,incoming,single,paid,2022-03-25,2022-01-01,,,,,248162,,2022-03-25,2022-05-11
2022-01-01,2022,"MFA, Annual Programme 2022",12738,"Denmark, Government of",Government,DNK,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Save the Children,NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-03-30,2022-01-01,,83460,DKK,6.552,248742,2025-2532,2022-03-31,2022-04-28
2022-01-01,2022,"MFA, Annual Programme 2022",702392,"Denmark, Government of",Government,DNK,2022,2022,,,,ActionAid International,NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-03-30,2022-01-01,,4602070,DKK,6.552,248748,2022 - 2528,2022-03-31,2022-04-27
2022-01-01,2022,"MFA, Annual programme 2022",285791,"Denmark, Government of",Government,DNK,2022,2022,,,,Danish Red Cross,Red Cross/Red Crescent,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-03-31,2022-01-01,,1872500,DKK,6.552,248884,2022 - 2523,2022-04-01,2022-04-27
2022-01-01,2022,"MFA, Annual programme 2022",763143,"Denmark, Government of",Government,DNK,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,ACT Alliance / DanChurchAid,NGO,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-03-31,2022-01-01,,5000110,DKK,6.552,248909,2022 - 2524,2022-04-01,2022-04-28
2022-01-01,2022,WHO REP OFFICE PSE/EM-PSE	REDUCE AVOIDABLE MORBIDITY AND MORTALITY IN oPT BY STRENGTHENING THE EMERGENCY CARE SYSTEM,3853485,"Italy, Government of",Government,ITA,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Health Organization,UN agency,Health,PSE,Supporting Outbreak Response and Access to Essential Health Services for the Most Vulnerable Population in the oPt,HPSE22-HEA-183588-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-19,2022-01-01,,,,,251801,73070,2022-05-12,2022-05-12
2021-12-01,2022,"-,Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/PSE/BUD/2022/91000)",19256756,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,,,,,,,PSE,,,,2022,2022,financial,Parked,Traditional aid,incoming,single,commitment,2022-01-04,2021-12-01,,17100000,EUR,0.888,245754,ECHO/PSE/BUD/2022/91000,2022-01-05,2022-07-26
2021-11-22,2022,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, hygiene measures and cash benefits)",1194743,"Germany, Government of",Government,DEU,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Health,PSE,COVID-19 response:  stopping the spread of the virus and mitigating the impact of the pandemic on mental health among Palestine refugees in the West Bank ,HPSE22-HEA-183541-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2021-12-07,2021-11-22,Multiyear,1000000,EUR,0.837,244779,AA-S09 321.50 PSE 06/20,2021-12-08,2022-06-24
2021-09-28,,Supporting the Provision of Required Medication to Cancer Patients in the Gaza Strip. Multi year 2021/2022,0,Kuwait Red Crescent Society,Red Cross/Red Crescent,,2021,2021,,,,Qatar Red Crescent Society,Red Cross/Red Crescent,Health,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2021-10-17,2021-09-28,Multiyear,,,,241938,,2021-11-03,2022-04-27
2021-09-28,,"Supporting the Provision of Required Medication to Cancer Patients in the Gaza Strip. Multi year 2021/2022. 2022 portion total amount USD 200,000",200000,Kuwait Red Crescent Society,Red Cross/Red Crescent,,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Qatar Red Crescent Society,Red Cross/Red Crescent,Health,PSE,Improving access of vulnerable cancer patients in the Gaza Strip to essential health services,HPSE22-HEA-183615-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-10-17,2021-09-28,Multiyear,,,,241940,,2021-11-03,2022-04-27
2021-07-03,2021,Cash assistance for temporary emergency accommodation and repairs to make damaged houses and apartments habitable again,0,"Germany, Government of",Government,DEU,2021,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2021-07-03,2021-07-03,Multiyear,0,EUR,0.838,234683,AA-S09 321.50 PSE 05/21,2021-07-04,2021-08-26
2021-07-03,2022,Cash assistance for temporary emergency accommodation and repairs to make damaged houses and apartments habitable again (2022 portion),0,"Germany, Government of",Government,DEU,2022,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Emergency Shelter and NFI,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-07-03,2021-07-03,Multiyear,0,EUR,0.838,234685,AA-S09 321.50 PSE 05/21,2021-07-04,2021-07-05
2021-06-21,2021,"Assistance, protection, prevention and cooperation activities",0,"Germany, Government of",Government,DEU,2021,2023,,,,International Committee of the Red Cross,Red Cross/Red Crescent,,PSE,,,,2021,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2021-06-21,2021-06-21,Multiyear,0,EUR,0.82,233726,AA-S09 321.50 PSE 02/21,2021-06-22,2021-07-30
2021-06-21,2022,"Assistance, protection, prevention and cooperation activities (2022 portion)",2439024,"Germany, Government of",Government,DEU,2022,2022,,,,International Committee of the Red Cross,Red Cross/Red Crescent,Protection,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-06-21,2021-06-21,Multiyear,2000000,EUR,0.82,233728,AA-S09 321.50 PSE 02/21,2021-06-29,2021-07-30
2021-06-18,2021,Support of neutrality-promoting measures at UNRWA,0,"Germany, Government of",Government,DEU,2021,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2021-06-18,2021-06-18,Multiyear,0,EUR,0.82,233652,AA-S09 321.50 PSE 04/32,2021-06-19,2021-10-07
2021-06-18,2022,Support of neutrality-promoting measures at UNRWA (2022 portion),0,"Germany, Government of",Government,DEU,2022,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Coordination and support services,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-06-18,2021-06-18,Multiyear,0,EUR,0.862,233654,AA-S09 321.50 PSE 04/21,2021-10-07,2021-10-07
2021-06-15,2021,"Prevention of the forcible transfer of Palestinians in the West Bank, including East Jerusalem, through humanitarian assistance and evidence-based advocacy.",6219512,European Commission's Humanitarian Aid and Civil Protection Department,Inter-governmental,,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Norwegian Refugee Council,NGO,Protection,PSE,Prevention of the forcible transfer of Palestinians in the West Bank and East Jerusalem through humanitarian assistance and evidence-based advocacy,HPSE22-EDU;PRO;SHL;WSH-183603-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-05-23,2021-06-15,Multiyear,5100000,EUR,0.82,252743,ECHO/PSE/BUD/2021/91007,2022-05-24,2022-05-24
2021-06-11,,"Funding to UNOPS’s Project Management Unit (PMU) to co-ordinate the movement of humanitarian supplies into Gaza, including COVID-19 related medical supplies.",37,"Australia, Government of",Government,AUS,2021,2021,,,,United Nations Office for Project Services,UN agency,,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,paid,2021-08-27,,Multiyear,50,AUD,1.3333,238915,,2022-07-22,2022-07-22
2021-06-11,,"Funding to UNOPS’s Project Management Unit (PMU) to co-ordinate the movement of humanitarian supplies into Gaza, including COVID-19 related medical supplies.",780000,"Australia, Government of",Government,AUS,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Office for Project Services,UN agency,Coordination and support services,PSE,The Access Coordination Unit - Facilitating Access of Humanitarian and Recovery Actors in the oPt,HPSE22-CSS-184737-1,Coronavirus disease Outbreak - COVID -19,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-07-22,,Multiyear,1039974,AUD,1.3333,255721,,2022-07-22,2022-07-22
2021-04-29,2021,Strengthening nexus coherence and responsiveness in the Palestinian social protection sector,1009103,European Commission,Inter-governmental,,2021,2021,,,,International Labour Organization,UN agency,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-09-30,2021-04-29,,860765,EUR,0.853,250997,PSE/21/01/EUR,2022-04-28,2022-04-28
2021-04-28,,Activities NOT COVERED by HRP,234467,"Germany, Government of",Government,DEU,2021,2021,,,,World Food Programme,UN agency,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-02-01,2021-04-28,,,,,246954,10041125	No	PN 2021 1812.3	GER-C-01057-03	PS01.05.021,2022-02-17,2022-02-17
2021-04-28,,Activities NOT COVERED by HRP,937866,"Germany, Government of",Government,DEU,2021,2021,,,,World Food Programme,UN agency,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-02-01,2021-04-28,,,,,246955,10041126	No	PN 2021 1812.3	GER-C-01057-04	PS01.05.021,2022-02-17,2022-02-17
2021-02-28,,"Safeguarding Children's Rights in East Jerusalem. Multi year 2021 to 2023(, total amount 2,150,000 (7F-09537.02)",0,"Switzerland, Government of",Government,CHE,2021,2021,,,,United Nations Children's Fund,UN agency,,PSE,,,,2021,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2021-03-04,,Multiyear,0,CHF,0.904,228496,7F-09537.02,2021-03-05,2022-04-27
2021-02-28,,"Safeguarding Children's Rights in East Jerusalem. Multi year 2021 to 2023. 2022 portion total amount  700,000 (7F-09537.02)",774336,"Switzerland, Government of",Government,CHE,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Protection - Child Protection,PSE,"Protection and prevention services to the most vulnerable children (boys and girls) and their caregivers in the West Bank including East Jerusalem, and monitoring of protection incidents in Israel and the State of Palestine",HPSE22-PRO-183734-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-03-04,,Multiyear,700000,CHF,0.904,228498,7F-09537.02,2021-03-05,2022-04-27
2021-02-28,,"Arab Women Organization AWO - Call to Acton Field implementation CAFI. Multi year 2021 to 2023 total amount CHF 199,227(7F-10462.01)",0,"Switzerland, Government of",Government,CHE,2021,2021,,,,Arab Women Organization,Inter-governmental,,"JOR,LBN,PSE",,,,2021,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2021-03-04,,Multiyear,0,CHF,0.904,228503,7F-10462.01,2021-03-05,2021-03-05
2021-02-28,,"Arab Women Organization AWO - Call to Acton Field implementation CAFI. Sexual & Gender-based violence.  Multi year 2021 to 2023. 2022 total amount CHF 76,000 (7F-10462.01)",84071,"Switzerland, Government of",Government,CHE,2021,2021,,,,Arab Women Organization,Inter-governmental,Protection - Gender-Based Violence,"JOR,LBN,PSE",,,,2022,2022,financial,Standard,Traditional aid,incoming,shared,commitment,2021-03-04,,Multiyear,76000,CHF,0.904,228506,7F-10462.01,2021-03-05,2021-03-05
2021-02-22,2021,Multisector humanitarian response in West Bank and Gaza,1577287,"Canada, Government of",Government,CAN,2021,2021,,,,International Committee of the Red Cross,Red Cross/Red Crescent,Multi-sector,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-11,2021-02-22,,2000000,CAD,1.268,252072,P010188001,2022-05-17,2022-05-17
2021-01-31,,"Contribution to Humanitarian Fund oPt 2021 - 2023. Total amount CHF 3,000,000  (7F-08661.06)",1126126,"Switzerland, Government of",Government,CHE,2021,2021,,,,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2021,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2021-02-10,,Multiyear,1000000,CHF,0.888,227857,7F-08661.06,2021-02-15,2022-04-27
2021-01-31,,"Contribution to Humanitarian Fund oPt 2021 - 2023. 2022 total portion CHF 1,000,000  (7F-08661.06)",1126126,"Switzerland, Government of",Government,CHE,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,occupied Palestinian territory Humanitarian Fund,Pooled fund,,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-02-10,,Multiyear,1000000,CHF,0.888,227859,7F-08661.06,2021-02-15,2022-04-27
2021-01-31,,"TDH Community Based Protection Programme. Multi year 2020-2024, total amount CHF 3,012,600 (7F-10109.01.02)",0,"Switzerland, Government of",Government,CHE,2021,2021,,,,Terre des Hommes International,NGO,,PSE,,,,2021,2024,financial,Parked,Traditional aid,incoming,shared,commitment,2021-02-10,,Multiyear,0,CHF,0.888,227981,7F-10109.01.02,2021-02-16,2022-04-27
2021-01-31,,"TDH Community Based Protection Programme. Multi year 2020-2024. 2022 portion total amount CHF 1,000,000 (7F-10109.01.02)",1126126,"Switzerland, Government of",Government,CHE,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Terre des Hommes International,NGO,Protection,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-02-10,,Multiyear,1000000,CHF,0.888,227983,7F-10109.01.02,2021-02-16,2022-04-27
2021-01-21,2021,State of Palestine 	 German Committee for UNICEF Global,54480,UNICEF National Committee/Germany,Private organization/foundation,,2021,2021,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Children's Fund,UN agency,Education,PSE,"Safe access to education and well-being for children and adolescents in Area C, Hebron, East Jerusalem and Gaza Strip",HPSE22-EDU-183726-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2022-05-12,2021-01-21,,,,,253080,SM210422,2022-05-27,2022-05-27
2020-12-31,,"Contribution to UNRWA's Programme.  Multi year 2021 to 2022. Total amount CHF 20,140  (7F-06962.47.01)",0,"Switzerland, Government of",Government,CHE,2020,2020,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2020-12-29,,Multiyear,0,CHF,0.883,226488,7F-06962.47.01,2021-01-11,2021-01-11
2020-12-31,,"Contribution to UNRWA's Programme.  Multi year 2021 to 2022. 2022 total amount CHF 10,070,000 (7F-06962.47.01)",11404,"Switzerland, Government of",Government,CHE,2020,2020,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Education,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2020-12-29,,Multiyear,10070,CHF,0.883,226490,7F-06962.47.01,2021-01-11,2021-01-11
2020-12-31,,"Contribution to UNRWA's programme. Multi year 2021 to 2022. Total amounch CHF 2, 000,000   (7F-06962.47.05)",0,"Switzerland, Government of",Government,CHE,2020,2020,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2021,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2020-12-29,,Multiyear,0,CHF,0.883,226524,7F-06962.47.05,2021-01-12,2022-04-27
2020-12-31,,"Contribution to UNRWA's programme. Multi year 2021 to 2022. 2022 total amounch CHF 1, 000,000   (7F-06962.47.05)",1132503,"Switzerland, Government of",Government,CHE,2020,2020,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Education,PSE,Emergency Education and MHPSS in Gaza,HPSE22-EDU-183493-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2020-12-29,,Multiyear,1000000,CHF,0.883,226526,7F-06962.47.05,2021-01-12,2022-04-27
2020-12-08,,Distribution:oPt - OCHA Office. OCT 8467 [OCT 8467];[No 12-1/6205],59737,"Estonia, Government of",Government,EST,2020,2020,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,Office for the Coordination of Humanitarian Affairs,UN agency,Coordination and support services,PSE,Strengthening Humanitarian Coordination and Advocacy in the occupied Palestinian territory,HPSE22-CSS-183750-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,paid,2020-12-11,2020-12-09,,50000,EUR,0.837,225277,[OCT 8467];[No 12-1/6205],2020-12-11,2022-04-27
2020-12-02,2020,"Support of UNRWA's COVID measures in the Palestinian territories (food aid, Hygiene measures and cash benefits)",2280406,,,,,,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Water Sanitation Hygiene,PSE,Emergency in-kind food and hygiene support to vulnerable Palestine refugee households affected by COVID-19,HPSE22-FSC;WSH-183484-1,Coronavirus disease Outbreak - COVID -19,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2022-04-19,2020-12-02,Multiyear,2097974,EUR,0.92,250836,AA-S09 321.50 PSE 05/20,2022-04-27,2022-04-27
2020-10-14,2020,Strengthening the existing health system in Gaza through inclusive and inclusive eye health services (BMZ),2347418,"Germany, Government of",Government,DEU,2020,2020,,,,Christoffel-Blindenmission,NGO,"Coordination and support services,Emergency Shelter and NFI",PSE,,,,2020,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2020-10-14,2020-10-14,Multiyear,2000000,EUR,0.852,220316,2020.1856.2,2020-10-15,2020-10-15
2020-10-01,,Multi-purpose Cash assistance Gaza. 2020/2021/2022           (7F-10626.01),0,"Switzerland, Government of",Government,CHE,2020,2020,,,,World Food Programme,UN agency,Multi-sector,PSE,,,,2020,2022,financial,Parked,Cash transfer programming (CTP),incoming,shared,commitment,2020-11-06,2020-10-01,Multiyear,0,CHF,0.92,222728,7F-10626.01,2020-11-11,2022-04-27
2020-10-01,,Multi-purpose Cash assistance Gaza. 2020/2021/2022.           2022 total amount CHF 1'000'000 (7F-10626.01),1086957,"Switzerland, Government of",Government,CHE,2020,2020,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Food Programme,UN agency,Food Security,PSE,Country Strategic Plan for food assistance to the poor and severely food insecure population in the West Bank and the Gaza Strip,HPSE22-FSC-183463-1,,2022,2022,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2020-11-06,2020-10-01,Multiyear,1000000,CHF,0.92,222731,10039563	SWI 2020 MULTI-YEAR GAZA	SWI-C-00746-03	PS01.01.011,2022-02-15,2022-04-27
2020-05-13,2022,Emergency food assistance in the Palestinia Territories for vulnerable people,7454128,"Germany, Government of",Government,DEU,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Food Programme,UN agency,Food Security,PSE,Country Strategic Plan for food assistance to the poor and severely food insecure population in the West Bank and the Gaza Strip,HPSE22-FSC-183463-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2021-12-07,2020-05-13,Multiyear,6500000,EUR,0.872,244780,10042284	No	PSE 03/20	GER-C-01112-01	PS01.01.011,2022-02-15,2022-04-27
2020-01-13,2020,"The project aims to improve the economic resilience and social cohesion of the population of East Jerusalem, especially for vulnerable young adults (BMZ)",9430804,"Germany, Government of",Government,DEU,2020,2020,,,,Deutsche Gesellschaft für Internationale Zusammenarbeit,Private organization/foundation,"Coordination and support services,Emergency Shelter and NFI",PSE,,,,2020,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2020-01-13,2020-01-13,Multiyear,8450000,EUR,0.896,203865,2019.1804.4,2020-01-14,2021-01-15
2019-12-31,,"OPT Strengthening Palestinian NGO Network PNGO Advocacy, Policiy and Communicatons Capacities through private NGO   , multi-year 2020-2023, total amount CHF 562,000 (7F-09275.02)",0,"Switzerland, Government of",Government,CHE,2019,2019,,,,,,,PSE,,,,2020,2023,financial,Parked,Traditional aid,incoming,shared,commitment,2020-01-06,,Multiyear,0,CHF,0.975,203764,7F-09275.02,2020-01-10,2020-01-10
2019-12-31,,"OPT Strengthening Palestinian NGO Network PNGO Advocacy, Policiy and Communicatons Capacities through private NGO   , multi-year 2020-2023, 2022 portion, total amount CHF 170,000 (7F-09275.02)",174359,"Switzerland, Government of",Government,CHE,2019,2019,,,,,,Coordination and support services,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2020-01-06,,Multiyear,170000,CHF,0.975,203767,7F-09275.02,2020-01-10,2020-01-10
2019-12-04,2019,"The risk of particularly vulnerable children, at home, at school or in the community, becoming victims of conflict-related violence, rights violations, neglect, abuse and exploitation is minimized 2019 to 2022 multi year",0,"Germany, Government of",Government,DEU,2019,2019,,,,Save the Children,NGO,"Coordination and support services,Emergency Shelter and NFI,Other",PSE,,,,2019,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2019-12-04,2019-12-04,Multiyear,0,EUR,0.909,202475,2019.1837.4,2019-12-05,2021-02-03
2019-12-04,2019,"The risk of particularly vulnerable children, at home, at school or in the community, becoming victims of conflict-related violence, rights violations, neglect, abuse and exploitation is minimized 2022 portion of multi year",1100110,"Germany, Government of",Government,DEU,2019,2019,,,,Save the Children,NGO,Protection,PSE,,,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2019-12-04,2019-12-04,Multiyear,1000000,EUR,0.909,202505,2019.1837.4,2019-12-05,2019-12-05
2019-07-02,2019,Food assistance for Palestinian refugees in the Gaza Strip (AA-S09 321.50 PSE 02/19),0,"Germany, Government of",Government,DEU,2019,2022,,,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,,PSE,,,,2019,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2019-07-02,2019-07-02,Multiyear,0,EUR,0.8884,194898,AA-S09 321.50 PSE 02/19,2020-04-02,2022-06-24
2019-07-02,2022,Food assistance for Palestinian refugees in the Gaza Strip (2022 portion),21590909,"Germany, Government of",Government,DEU,2022,2022,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN agency,Food Security,PSE,Emergency Food Assistance in Gaza ,HPSE22-FSC-183448-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2020-11-29,2019-07-02,Multiyear,19000000,EUR,0.88,224264,AA-S09 321.50 PSE 02/19,2021-06-29,2022-06-24
2018-06-05,,"Support to WHO - oPt / Gaza, multi-year funding, 2018-2023, 2022 portion, total award CHF 300,000 (7F-10059.01)",321543,"Switzerland, Government of",Government,CHE,2018,2018,occupied Palestinian territory Humanitarian Response Plan 2022,HPSE22,1059,World Health Organization,UN agency,Health,PSE,Supporting Outbreak Response and Access to Essential Health Services for the Most Vulnerable Population in the oPt,HPSE22-HEA-183588-1,,2022,2022,financial,Standard,Traditional aid,incoming,single,commitment,2018-06-05,,Multiyear,300000,CHF,0.933,176648,7F-10059.01,2018-06-14,2022-04-27
2017-08-16,2020,"Strengthening of the Resilienz of the local population by support of the inklusiven medical care, the reconstruction improved emergency precaution",4348837,"Germany, Government of",Government,DEU,2020,2020,,,,Humanity & Inclusion,NGO,Health,PSE,,,,2020,2022,financial,Parked,Traditional aid,incoming,shared,commitment,2017-08-17,2017-08-16,Multiyear,3740000,EUR,0.86,162816,2017.1828.7,2020-07-17,2021-01-15
